Column1,Type,Phylum,Class,Order,Family,Genus,Species,Human,Zoonotic,Domestic,Wildlife,HostGroup,HostOrder,HostFamily,HostSpecies,HostName,Association,Method,Reference,PMID,Additional,Synonym,Disease,Taylor,Emerging,Emerging.Source,VectorBorne,GramStain,Motility,Spore,Oxygen,Cell,Infection,Abbreviation,Strain,Genome,Gsize,ProteinCount,PercentGC,HostSpeciesPHB,HostSpecies.new,N.genomes,Genome.size,Genome.GC,Genome.genes
7163,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Carnivora,Carnivora,Viverridae,Genetta genetta,Common genet,Pathogenic,Isolation,,101094826,http://www.ncbi.nlm.nih.gov/nuccore/FJ465409.1,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Genettagenetta,Genetta genetta,49,0.011922714,45.15306122,5
7168,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Chiroptera,Chiroptera,Molossidae,Eumops perotis,Greater bonnetted bat,Pathogenic,Isolation,,480527,18488088,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Eumopsperotis,Eumops perotis,49,0.011922714,45.15306122,5
7174,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Chiroptera,Chiroptera,Phyllostomidae,Desmodus rotundus,Common vampire bat,Pathogenic,Isolation,,12048546,ViPR,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Desmodusrotundus,Desmodus rotundus,49,0.011922714,45.15306122,5
7183,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Chiroptera,Chiroptera,Phyllostomidae,Artibeus lituratus,Great fruit-eating bat,Pathogenic,Isolation,,17680325,19901391,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Artibeuslituratus,Artibeus lituratus,49,0.011922714,45.15306122,5
7206,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Chiroptera,Chiroptera,Vespertilionidae,Euderma maculatum,Spotted bat,Pathogenic,Isolation,,480526,ViPR,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Eudermamaculatum,Euderma maculatum,49,0.011922714,45.15306122,5
7214,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Chiroptera,Chiroptera,Vespertilionidae,Lasiurus ega,Southern yellow bat,Pathogenic,PCR,,480526,ViPR,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Dasypterusega,Dasypterus ega,49,0.011922714,45.15306122,5
7231,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Chiroptera,Chiroptera,Vespertilionidae,Myotis thysanodes,Fringed myotis,Pathogenic,Antibodies,,480527,480526,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Myotisthysanodes,Myotis thysanodes,49,0.011922714,45.15306122,5
7245,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Primates,Primates,Callitrichidae,Callithrix jacchus,Common marmoset,Pathogenic,Isolation,,11747745,ViPR,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Callithrixjacchus,Callithrix jacchus,49,0.011922714,45.15306122,5
7246,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Primates,Primates,Cebidae,Sapajus apella,Guianan brown capuchin,Pathogenic,Isolation,,24055656,ViPR,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Sapajusapella,Sapajus apella,49,0.011922714,45.15306122,5
7247,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Rodentia,Rodentia,Castoridae,Castor canadensis,American beaver,Pathogenic,Isolation,,9027687,25380356,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Castorcanadensis,Castor canadensis,49,0.011922714,45.15306122,5
7248,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Rodentia,Rodentia,Caviidae,Hydrochoerus hydrochaeris,Capybara,Pathogenic,Isolation,,19901391,,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Hydrochoerushydrochaeris,Hydrochoerus hydrochaeris,49,0.011922714,45.15306122,5
7249,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Rodentia,Rodentia,Cricetidae,Neotoma floridana,Eastern woodrat,Pathogenic,Antibodies,,9027687,,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Neotomafloridana,Neotoma floridana,49,0.011922714,45.15306122,5
7250,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Rodentia,Rodentia,Erethizontidae,Erethizon dorsatus,North American porcupine,Pathogenic,Antibodies,,9027687,,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Erethizondorsatus,Erethizon dorsatus,49,0.011922714,45.15306122,5
7251,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Rodentia,Rodentia,Muridae,Mus musculus,House mouse,Pathogenic,Antibodies,,9027687,,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Musmusculus,Mus musculus,49,0.011922714,45.15306122,5
7253,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Rodentia,Rodentia,Myocastoridae,Myocastor coypus,Coypu,Pathogenic,Antibodies,,9027687,,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Myocastorcoypus,Myocastor coypus,49,0.011922714,45.15306122,5
7254,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Rodentia,Rodentia,Sciuridae,Glaucomys volans,Southern flying squirrel,Pathogenic,Antibodies,,9027687,,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Glaucomysvolans,Glaucomys volans,49,0.011922714,45.15306122,5
7255,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Rodentia,Rodentia,Sciuridae,Marmota monax,Groundhog,Pathogenic,Isolation,,3520029,http://www.ncbi.nlm.nih.gov/nuccore/KC792022.1,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Marmotamonax,Marmota monax,49,0.011922714,45.15306122,5
7256,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Rodentia,Rodentia,Sciuridae,Sciurus carolinensis,Eastern gray squirrel,Pathogenic,Antibodies,,9027687,,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Sciuruscarolinensis,Sciurus carolinensis,49,0.011922714,45.15306122,5
7257,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Rodentia,Rodentia,Sciuridae,Sciurus niger,Eastern fox squirrel,Pathogenic,Antibodies,,9027687,,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Sciurusniger,Sciurus niger,49,0.011922714,45.15306122,5
7258,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Rodentia,Rodentia,Sciuridae,Tamias striatus,Eastern chipmunk,Pathogenic,Antibodies,,9027687,,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Tamiasstriatus,Tamias striatus,49,0.011922714,45.15306122,5
7259,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Rodentia,Rodentia,Sciuridae,Ictidomys tridecemlineatus,Thirteen-lined ground squirrel,Pathogenic,Antibodies,,9027687,,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Ictidomystridecemlineatus,Ictidomys tridecemlineatus,49,0.011922714,45.15306122,5
7262,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Ungulates,Artiodactyla,Bovidae,Hippotragus niger,Sable antelope,Pathogenic,Antibodies,,18758985,,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Hippotragusniger,Hippotragus niger,49,0.011922714,45.15306122,5
7263,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Ungulates,Artiodactyla,Bovidae,Tragelaphus strepsiceros,Greater kudu,Pathogenic,Isolation,,16412222,ViPR,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Tragelaphusstrepsiceros,Tragelaphus strepsiceros,49,0.011922714,45.15306122,5
7265,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Ungulates,Artiodactyla,Cervidae,Blastocerus dichotomus,Marsh deer,Pathogenic,Isolation,,19901391,,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Blastocerusdichotomus,Blastocerus dichotomus,49,0.011922714,45.15306122,5
7267,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Ungulates,Artiodactyla,Cervidae,Cervus nippon,Sika deer,Pathogenic,Isolation,,18683561,ViPR,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Cervusnippon,Cervus nippon,49,0.011922714,45.15306122,5
7268,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Ungulates,Artiodactyla,Cervidae,Dama dama,Fallow deer,Pathogenic,Isolation,,25614955,ViPR,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Damadama,Dama dama,49,0.011922714,45.15306122,5
7269,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Ungulates,Artiodactyla,Cervidae,Mazama americana,Red brocket,Pathogenic,Isolation,,19901391,,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Mazamaamericana,Mazama americana,49,0.011922714,45.15306122,5
7272,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,Yes,No,Aves,Galliformes,Phasianidae,Gallus gallus domesticus,Domestic chicken,Pathogenic,Isolation,Baby et al. 2015,26201090,ViPR,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Gallusgallus,Gallus gallus,49,0.011922714,45.15306122,5
7273,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,Yes,No,Carnivora,Carnivora,Felidae,Felis catus,Domestic cat,Pathogenic,Isolation,,101094826,Infectious Diseases of Wild Mammals,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Feliscatus,Felis catus,49,0.011922714,45.15306122,5
7274,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,Yes,No,Mammalia,Lagomorpha,Leporidae,Oryctolagus cuniculus,European rabbit,Pathogenic,Antibodies,,9027687,,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Oryctolaguscuniculus,Oryctolagus cuniculus,49,0.011922714,45.15306122,5
7275,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,Yes,No,Ungulates,Artiodactyla,Bovidae,Bos taurus,Domestic cattle,Pathogenic,Isolation,,26868014,ViPR,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Bostaurus,Bos taurus,49,0.011922714,45.15306122,5
7276,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,Yes,No,Ungulates,Artiodactyla,Bovidae,Bubalus bubalis,Water buffalo,Pathogenic,PCR,,26396980,ViPR,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Bubalusbubalis,Bubalus bubalis,49,0.011922714,45.15306122,5
7277,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,Yes,No,Ungulates,Artiodactyla,Bovidae,Capra hircus,Domestic goat,Pathogenic,Isolation,,18803503,http://www.ncbi.nlm.nih.gov/nuccore/AB699220.1,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Caprahircus,Capra hircus,49,0.011922714,45.15306122,5
7278,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,Yes,No,Ungulates,Artiodactyla,Bovidae,Ovis aries,Domestic sheep,Pathogenic,Isolation,,11384221,ViPR,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Ovisaries,Ovis aries,49,0.011922714,45.15306122,5
7280,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,Yes,No,Ungulates,Artiodactyla,Camelidae,Camelus dromedarius,Dromedary,Pathogenic,PCR,,23375085,ViPR,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Camelusdromedarius,Camelus dromedarius,49,0.011922714,45.15306122,5
7281,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,Yes,No,Ungulates,Artiodactyla,Camelidae,Lama glama,Llama,Pathogenic,Antibodies,,2248879,http://www.cdc.gov/mmwr/preview/mmwrhtml/00001582.htm,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Lamaglama,Lama glama,49,0.011922714,45.15306122,5
7282,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,Yes,No,Ungulates,Artiodactyla,Suidae,Sus scrofa domesticus,Domestic pig,Pathogenic,Isolation,,11384221,ViPR,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Susscrofadomesticus,Sus scrofa domesticus,49,0.011922714,45.15306122,5
7283,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,Yes,No,Ungulates,Perissodactyla,Equidae,Equus asinus,Donkey,Pathogenic,Isolation,,NA,http://www.atnesa.org/Empowering99/Empowering99-Segwagwe-BW-www.pdf,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Equusasinus,Equus asinus,49,0.011922714,45.15306122,5
7284,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,Yes,No,Ungulates,Perissodactyla,Equidae,Equus caballus,Horse,Pathogenic,Isolation,,11384221,ViPR,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Equuscaballus,Equus caballus,49,0.011922714,45.15306122,5
7289,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Novirhabdovirus,Hirame novirhabdovirus,No,No,Aquaculture,No,Actinopterygii,Osmeriformes,Plecoglossidae,Plecoglossus altivelis,Ayu,Pathogenic,Isolation,Kimura et al. 1986,NA,http://eprints.lib.hokudai.ac.jp/dspace/handle/2115/38544,,,No,Yes,PMID: 23962315,No,NA,NA,NA,NA,NA,NA,HIRRV,,(-) ssRNA,0.011034,6,51.1,Plecoglossusaltivelis,Plecoglossus altivelis,1,0.011034,51.1,6
7290,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Novirhabdovirus,Hirame novirhabdovirus,No,No,Aquaculture,No,Actinopterygii,Perciformes,Sparidae,Acanthopagrus schlegelii,Black porgy,Pathogenic,Isolation,Kim and Oh 2015,26315687,ViPR,,,No,Yes,PMID: 23962315,No,NA,NA,NA,NA,NA,NA,HIRRV,,(-) ssRNA,0.011034,6,51.1,Acanthopagrusschlegelii,Acanthopagrus schlegelii,1,0.011034,51.1,6
7291,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Novirhabdovirus,Hirame novirhabdovirus,No,No,Aquaculture,No,Actinopterygii,Perciformes,Sparidae,Spondyliosoma cantharus,Black sea bream,Pathogenic,Isolation,Yoshimizu et al. 1987,NA,http://hdl.handle.net/2115/38545,,,No,Yes,PMID: 23962315,No,NA,NA,NA,NA,NA,NA,HIRRV,,(-) ssRNA,0.011034,6,51.1,Spondyliosomacantharus,Spondyliosoma cantharus,1,0.011034,51.1,6
7292,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Novirhabdovirus,Hirame novirhabdovirus,No,No,Aquaculture,No,Actinopterygii,Pleuronectiformes,Paralichthyidae,Paralichthys olivaceus,Olive flounder,Pathogenic,Isolation,Kimura et al. 1986,NA,http://eprints.lib.hokudai.ac.jp/dspace/handle/2115/38544,,,No,Yes,PMID: 23962315,No,NA,NA,NA,NA,NA,NA,HIRRV,,(-) ssRNA,0.011034,6,51.1,Paralichthysolivaceus,Paralichthys olivaceus,1,0.011034,51.1,6
7293,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Novirhabdovirus,Hirame novirhabdovirus,No,No,Aquaculture,No,Actinopterygii,Pleuronectiformes,Pleuronectidae,Kareius bicoloratus,Stone flounder,Pathogenic,Isolation,Yingjie et al. 2011,21241324,ViPR,,,No,Yes,PMID: 23962315,No,NA,NA,NA,NA,NA,NA,HIRRV,,(-) ssRNA,0.011034,6,51.1,Kareiusbicoloratus,Kareius bicoloratus,1,0.011034,51.1,6
7294,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Novirhabdovirus,Hirame novirhabdovirus,No,No,Aquaculture,No,Actinopterygii,Salmoniformes,Salmonidae,Salmo trutta,Brown trout,Pathogenic,Isolation,Borzym et al. 2014,23962315,,,,No,Yes,PMID: 23962315,No,NA,NA,NA,NA,NA,NA,HIRRV,,(-) ssRNA,0.011034,6,51.1,Salmotrutta,Salmo trutta,1,0.011034,51.1,6
7295,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Novirhabdovirus,Hirame novirhabdovirus,No,No,Aquaculture,No,Actinopterygii,Salmoniformes,Salmonidae,Thymallus thymallus,European grayling,Pathogenic,Isolation,Borzym et al. 2014,23962315,,,,No,Yes,PMID: 23962315,No,NA,NA,NA,NA,NA,NA,HIRRV,,(-) ssRNA,0.011034,6,51.1,Thymallusthymallus,Thymallus thymallus,1,0.011034,51.1,6
7296,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Novirhabdovirus,Hirame novirhabdovirus,No,No,Aquaculture,No,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes inermis,Dark-banded rockfish,Pathogenic,Isolation,Sano and Fukuda 1987,NA,http://hdl.handle.net/2115/38545,,,No,Yes,PMID: 23962315,No,NA,NA,NA,NA,NA,NA,HIRRV,,(-) ssRNA,0.011034,6,51.1,Sebastesinermis,Sebastes inermis,1,0.011034,51.1,6
7297,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Novirhabdovirus,Oncorhynchus 1 novirhabdovirus,No,No,Aquaculture,No,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus fontinalis,Brook trout,Pathogenic,Isolation,Jia et al. 2014,25172153,,Infectious hematopoietic necrosis virus,Infectious hematopoietic necrosis virus,No,Yes,http://www.cfsph.iastate.edu/Factsheets/pdfs/infectious_hematopoietic_necrosis.pdf,No,NA,NA,NA,NA,NA,NA,IHNV,,(-) ssRNA,0.011131,6,51.4,Salvelinusfontinalis,Salvelinus fontinalis,0,NA,NA,NA
7298,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Novirhabdovirus,Oncorhynchus 1 novirhabdovirus,No,No,Aquaculture,Yes,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus clarkii,Cutthroat trout,Pathogenic,Isolation,,3789723,,Infectious hematopoietic necrosis virus,Infectious hematopoietic necrosis virus,No,Yes,http://www.cfsph.iastate.edu/Factsheets/pdfs/infectious_hematopoietic_necrosis.pdf,No,NA,NA,NA,NA,NA,NA,IHNV,,(-) ssRNA,0.011131,6,51.4,Oncorhynchusclarkii,Oncorhynchus clarkii,0,NA,NA,NA
7299,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Novirhabdovirus,Oncorhynchus 1 novirhabdovirus,No,No,Aquaculture,Yes,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus keta,Chum salmon,Pathogenic,Isolation,,NA,www.adfg.alaska.gov/FedAidpdfs/FRED.079.pdf,Infectious hematopoietic necrosis virus,Infectious hematopoietic necrosis virus,No,Yes,http://www.cfsph.iastate.edu/Factsheets/pdfs/infectious_hematopoietic_necrosis.pdf,No,NA,NA,NA,NA,NA,NA,IHNV,,(-) ssRNA,0.011131,6,51.4,Oncorhynchusketa,Oncorhynchus keta,0,NA,NA,NA
7300,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Novirhabdovirus,Oncorhynchus 1 novirhabdovirus,No,No,Aquaculture,Yes,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus kisutch,Coho salmon,Pathogenic,Isolation,,NA,https://books.google.ae/books?isbn=0974552585,Infectious hematopoietic necrosis virus,Infectious hematopoietic necrosis virus,No,Yes,http://www.cfsph.iastate.edu/Factsheets/pdfs/infectious_hematopoietic_necrosis.pdf,No,NA,NA,NA,NA,NA,NA,IHNV,,(-) ssRNA,0.011131,6,51.4,Oncorhynchuskisutch,Oncorhynchus kisutch,0,NA,NA,NA
7301,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Novirhabdovirus,Oncorhynchus 1 novirhabdovirus,No,No,Aquaculture,Yes,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus masou,Cherry salmon,Pathogenic,Isolation,,NA,https://books.google.ae/books?isbn=0974552585,Infectious hematopoietic necrosis virus,Infectious hematopoietic necrosis virus,No,Yes,http://www.cfsph.iastate.edu/Factsheets/pdfs/infectious_hematopoietic_necrosis.pdf,No,NA,NA,NA,NA,NA,NA,IHNV,,(-) ssRNA,0.011131,6,51.4,Oncorhynchusmasou,Oncorhynchus masou,0,NA,NA,NA
7302,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Novirhabdovirus,Oncorhynchus 1 novirhabdovirus,No,No,Aquaculture,Yes,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus mykiss,Rainbow trout,Pathogenic,Isolation,,3789723,ViPR,Infectious hematopoietic necrosis virus,Infectious hematopoietic necrosis virus,No,Yes,http://www.cfsph.iastate.edu/Factsheets/pdfs/infectious_hematopoietic_necrosis.pdf,No,NA,NA,NA,NA,NA,NA,IHNV,,(-) ssRNA,0.011131,6,51.4,Oncorhynchusmykiss,Oncorhynchus mykiss,0,NA,NA,NA
7303,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Novirhabdovirus,Oncorhynchus 1 novirhabdovirus,No,No,Aquaculture,Yes,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus nerka,Sockeye salmon,Pathogenic,Isolation,Rucker et al. 1953,3789723,ViPR,Infectious hematopoietic necrosis virus,Infectious hematopoietic necrosis virus,No,Yes,http://www.cfsph.iastate.edu/Factsheets/pdfs/infectious_hematopoietic_necrosis.pdf,No,NA,NA,NA,NA,NA,NA,IHNV,,(-) ssRNA,0.011131,6,51.4,Oncorhynchusnerka,Oncorhynchus nerka,0,NA,NA,NA
7304,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Novirhabdovirus,Oncorhynchus 1 novirhabdovirus,No,No,Aquaculture,Yes,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus tshawytscha,Chinook salmon,Pathogenic,Isolation,,8578856,ViPR,Infectious hematopoietic necrosis virus,Infectious hematopoietic necrosis virus,No,Yes,http://www.cfsph.iastate.edu/Factsheets/pdfs/infectious_hematopoietic_necrosis.pdf,No,NA,NA,NA,NA,NA,NA,IHNV,,(-) ssRNA,0.011131,6,51.4,Oncorhynchustshawytscha,Oncorhynchus tshawytscha,0,NA,NA,NA
